Architect,Condition,Construction Date,Contributing to a National Register District,Current Function,Former Street Number,Historic Function,Integrity,Landmark or National Register,Listing in Existing Survey,National Register Criterion,Noteworthy Buildings Less Than 50 Years Old,PIN Number(s),Potentially Contributing to a  National Register District,Reason for Significance,Secondary Structure,Secondary Structure Condition,Secondary Structure Integrity,Significant,Street,Street Number,Survey Area,Alterations,Architect 1 Information,Architect 2 Information,Architectural Classification or Style,Category,Construction Cost,Contractor 1 Information,Contractor 2 Information,Current Name,Current Wall Material 1,Current Wall Material 2,Direction,Door,Door Detailing,Dormers,Foundation Material or Form,Historic Name,Landscape or Streetscape,Listed in an Existing Survey,Notes,Number of Stories,Origional Building Owner,Origional Wall Material 1,Origional Wall Material 2,Ornamentation,Permit,Porch,Preparer,Preparer Organization or Entity,Research or Archival Information,Roof Material,Roof Ornamentation,Roof Type,Significant Features,Storefront Material,Storm Door,Subdivision,Survey Date,Vernacular Styles or Building Form,Wall Detailing or Ornamentation,Window Configuration,Window Detail,Window Material 1,Window Material 2,Window Storms,Window Type
-,Excellent,1909,-,Single Family Residential Building,41,Single Family Residential Building,Good,No,-,-,-,15-12-321-012-0000,Yes,-,Garage,Poor,Good,No,Ashland Avenue,42,4,porch enclosed  resided,-,-,-,-,-,-,-,-,Vinyl Siding,-,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Cross gabled,-,-,-,-,October 12 2012,L-Shaped Cottage/House,-,-,-,-,-,-,-
-,Excellent,1931,-,Single Family Residential Building,-,Single Family Residential Building,Good,No,-,-,-,15-12-321-011-0000,Yes,-,Garage,Excellent,Excellent,No,Ashland Avenue,46,4,rear addition and deck,-,-,-,-,-,-,-,-,Stucco,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,October 12 2012,Foursquare,-,-,-,-,-,-,-
-,Excellent,1917,-,Multi Family Residential Building,16,Multi Family Residential Building,Good,No,-,-,-,15-12-321-010-0000,Yes,-,Garage,Good,Poor,No,Franklin Avenue,13,4,replacement windows,-,-,-,-,$4000,F.W. Essery,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Not visible/cannot be determined,-,Flat,-,-,-,-,October 9 2012,Apartment Flat/Block,-,-,-,-,-,-,-
-,Excellent,1918,-,Single Family Residential Building,18,Single Family Residential Building,Good,No,-,-,-,15-12-321-009-0000,Yes,-,Garage,Poor,Good,No,Franklin Avenue,17,4,side dormer added,-,-,Chicago Bungalow,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,October 9 2012,Bungalow,-,-,-,-,-,-,-
-,Excellent,1911,-,Multi Family Residential Building,22,Multi Family Residential Building,Excellent,No,-,-,-,15-12-321-008-0000,Yes,-,Garage,Excellent,Poor,No,Franklin Avenue,21,4,-,-,-,-,-,$5000,Buettner & Butendorff,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,E. Bonin,-,-,brick detailing,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Not visible/cannot be determined,-,Flat,-,-,-,-,October 9 2012,Apartment Flat/Block,-,-,-,-,-,-,-
-,Excellent,1919,-,Single Family Residential Building,26,Single Family Residential Building,Good,No,-,-,-,15-12-321-007-0000,Yes,-,Garage,Excellent,Poor,No,Franklin Avenue,25,4,-,-,-,Craftsman,-,-,-,-,-,Wood clapboard,Stucco,-,-,-,-,-,-,-,-,-,1.5,-,-,-,shingles,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Front Gabled,-,-,-,-,October 9 2012,Bungalow,-,-,-,-,-,-,-
-,Excellent,1910,-,Single Family Residential Building,30,Single Family Residential Building,Good,No,-,-,-,15-12-321-006-0000,Yes,-,Garage,Good,Excellent,No,Franklin Avenue,27,4,rear addition  porch altered  resided,-,-,-,-,$2500,William Luctman,-,-,Wood clapboard,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,October 9 2012,Foursquare,-,-,-,-,-,-,-
-,Excellent,1926,-,Single Family Residential Building,32,Single Family Residential Building,Excellent,No,-,-,-,15-12-321-005-0000,Yes,-,Garage,Excellent,Poor,No,Franklin Avenue,31,4,-,-,-,Colonial Revival,-,-,-,-,-,Stucco,-,-,-,-,-,-,-,-,-,-,2,-,-,-,classical portico  shutters,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Gambrel,-,-,-,-,October 9 2012,-,-,-,-,-,-,-,-
-,Excellent,1894,-,Single Family Residential Building,-,Single Family Residential Building,Good,No,-,-,-,15-12-321-004-0000,Yes,-,Garage,Excellent,Poor,No,Franklin Avenue,35,4,side and rear addition  porch enclosed and altered  resided,-,-,Queen Anne,-,-,-,-,-,Vinyl Siding,-,-,-,-,-,-,-,-,-,-,1.5,-,-,-,shingles,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Front Gabled,-,-,-,-,October 9 2012,Gable Front Cottage/House,-,-,-,-,-,-,-
-,Excellent,1909,-,Multi Family Residential Building,-,Multi Family Residential Building,Excellent,No,-,-,-,15-12-321-003-0000,Yes,-,Garage,Good,Excellent,No,Franklin Avenue,39,4,rear addition,-,-,Craftsman,-,-,-,-,-,Wood clapboard,-,-,-,-,-,-,-,-,-,-,2,-,-,-,craftsman porch,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,October 9 2012,Foursquare,-,-,-,-,-,-,-
-,Good,1926,-,Single Family Residential Building,44,Single Family Residential Building,Good,No,-,-,-,15-12-321-002-0000,Yes,-,-,-,-,No,Franklin Avenue,43,4,entry infilled,-,-,Chicago Bungalow,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,October 9 2012,Bungalow,-,-,-,-,-,-,-
-,Excellent,1922,-,Single Family Residential Building,48,Single Family Residential Building,Excellent,No,-,-,-,15-12-321-001-0000,Yes,-,Garage,Excellent,Excellent,No,Franklin Avenue,45,4,-,-,-,Chicago Bungalow,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,1.5,-,-,-,eaves brackets  stone detailing,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped with Cross Gable,-,-,-,-,October 9 2012,Bungalow,-,-,-,-,-,-,-
-,Excellent,1986,-,Commercial Building,-,-,-,No,-,-,No,15-12-320-039-0000,No,-,-,-,-,No,Madison Street,7756,4,-,-,-,-,-,-,-,-,-,Brick,EIFS,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Not visible/cannot be determined,-,Flat,-,Aluminum Framing/Knee Walls,-,-,October 2 2012,Strip Commercial,-,-,-,-,-,-,-
-,Excellent,1960,-,Multi Family Residential Building,-,Multi Family Residential Building,Good,No,-,-,-,15-12-320-038-0000,No,-,-,-,-,No,Madison Street,7762,4,-,-,-,Mid-Century Modern,-,-,-,-,-,Brick,Stone,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,October 2 2012,Apartment Flat/Block,-,-,-,-,-,-,-
-,Excellent,1960,-,Multi Family Residential Building,-,Multi Family Residential Building,Good,No,-,-,-,15-12-320-037-0000,No,-,-,-,-,No,Madison Street,7766,4,-,-,-,Mid-Century Modern,-,-,-,-,-,Brick,Stone,-,-,-,-,-,-,-,-,-,3,-,-,-,-,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,October 2 2012,Apartment Flat/Block,-,-,-,-,-,-,-
-,Excellent,1960,-,Multi Family Residential Building,-,Multi Family Residential Building,Good,No,-,-,-,15-12-320-036-0000,No,-,-,-,-,No,Madison Street,7770,4,-,-,-,Mid-Century Modern,-,-,-,-,-,Brick,Stone,-,-,-,-,-,-,-,-,-,3,-,-,-,-,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,October 2 2012,Apartment Flat/Block,-,-,-,-,-,-,-
-,Good,1917,-,Single Family Residential Building,13,Single Family Residential Building,Excellent,No,-,-,-,15-12-320-020-0000,Yes,-,Garage,Good,Poor,No,Franklin Avenue,12,4,-,-,-,Chicago Bungalow,-,-,-,-,-,Stucco,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,October 5 2012,Bungalow,-,-,-,-,-,-,-
-,Excellent,1916,-,Single Family Residential Building,17,Single Family Residential Building,Excellent,No,-,-,-,15-12-320-019-0000,Yes,-,Garage,Good,Poor,No,Franklin Avenue,16,4,-,-,-,Chicago Bungalow,-,$3500,-,-,-,Stucco,-,-,-,-,-,-,-,-,-,-,1,F.G. Kramer,-,-,-,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Front Gabled,-,-,-,-,October 5 2012,Bungalow,-,-,-,-,-,-,-
-,Excellent,1921,-,Single Family Residential Building,21,Single Family Residential Building,Excellent,No,-,-,-,15-12-320-018-0000,Yes,-,Garage,Excellent,Excellent,No,Franklin Avenue,20,4,-,-,-,Chicago Bungalow,-,-,-,-,-,Stucco,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,October 5 2012,Bungalow,-,-,-,-,-,-,-
-,Excellent,1922,-,Single Family Residential Building,25,Single Family Residential Building,Good,No,-,-,-,15-12-320-017-0000,Yes,-,Garage,Excellent,Poor,No,Franklin Avenue,24,4,stucco may have been added or redone,-,-,-,-,-,-,-,-,Stucco,-,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Front Gabled,-,-,-,-,October 5 2012,Bungalow,-,-,-,-,-,-,-
-,Excellent,1916,-,Single Family Residential Building,29,Single Family Residential Building,Poor,No,-,-,-,15-12-320-016-0000,No,-,Garage,Excellent,Poor,No,Franklin Avenue,26,4,massive 2nd floor addition  wrap around porch added  resided,-,-,-,-,$2200,Ernst Construction,-,-,Vinyl Siding,-,-,-,-,-,-,-,-,-,-,2,Eva Headstrom,-,-,-,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Front Gabled,-,-,-,-,October 5 2012,Gable Front Cottage/House,-,-,-,-,-,-,-
-,Excellent,1915,-,Single Family Residential Building,31,Single Family Residential Building,Good,No,-,-,-,15-12-320-015-0000,Yes,-,Garage,Excellent,Poor,No,Franklin Avenue,30,4,resided,-,-,Craftsman,-,$2200,Ernst Construction,-,-,Vinyl Siding,-,-,-,-,-,-,-,-,-,-,1,Eva Hedstrom,-,-,eaves brackets,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Front Gabled,-,-,-,-,October 5 2012,Bungalow,-,-,-,-,-,-,-
-,Good,1910,-,Single Family Residential Building,35,Single Family Residential Building,Poor,No,-,-,-,15-12-320-014-0000,No,-,Garage,Excellent,Poor,No,Franklin Avenue,34,4,porch removed  side addition  resided,-,-,-,-,$3000,K.W. Stone,-,-,Vinyl Siding,-,-,-,-,-,-,-,-,-,-,2,F. Essery,-,-,-,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,October 5 2012,Foursquare,-,-,-,-,-,-,-
-,Good,1910,-,Single Family Residential Building,39,Single Family Residential Building,Good,No,-,-,-,15-12-320-013-0000,Yes,-,Garage,Excellent,Poor,No,Franklin Avenue,38,4,porch decking replaced  replacement windows,-,-,Colonial Revival,-,$2200,Otto Felgmer,-,-,Wood clapboard,Wood Shingles,-,-,-,-,-,-,-,-,-,2,-,-,-,classical porch,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,October 5 2012,Foursquare,-,-,-,-,-,-,-
-,Excellent,1908,-,Single Family Residential Building,-,Single Family Residential Building,Poor,No,-,-,-,15-12-320-012-0000,No,-,Garage,Good,Poor,No,Franklin Avenue,42,4,reclad in stone  entry and porch altered,-,-,-,-,$1750,Henry Zahn,-,-,Stone,-,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,October 5 2012,Bungalow,-,-,-,-,-,-,-
-,Excellent,1923,-,Single Family Residential Building,47,Single Family Residential Building,Excellent,No,-,-,-,15-12-320-011-0000,Yes,-,Garage,Excellent,Excellent,No,Franklin Avenue,46,4,-,-,-,Chicago Bungalow,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Front Gabled,-,-,-,-,October 5 2012,Bungalow,-,-,-,-,-,-,-
-,Excellent,1909,-,Single Family Residential Building,14,Single Family Residential Building,Good,No,-,-,-,15-12-320-010-0000,Yes,-,-,-,-,No,Park Avenue,13,4,front porch added,-,-,-,-,$3000,Frank Habel,-,-,Brick,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Not visible/cannot be determined,-,Flat,-,-,-,-,October 5 2012,Apartment Flat/Block,-,-,-,-,-,-,-
-,Good,1909,-,Single Family Residential Building,12,Multi Family Residential Building,Good,No,-,-,-,15-12-320-009-0000,Yes,-,Garage,Good,Good,No,Park Avenue,17,4,resided  porch enlosed,-,-,-,-,$800,-,-,-,Asbestos Siding,-,-,-,-,-,-,-,-,-,-,2,William Wessig,-,-,detailing in eaves,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Front Gabled,-,-,-,-,October 5 2012,Gable Front Cottage/House,-,-,-,-,-,-,-
-,Good,1920,-,Single Family Residential Building,22,Single Family Residential Building,Good,No,-,-,-,15-12-320-008-0000,Yes,-,Garage,Good,Good,No,Park Avenue,21,4,-,-,-,-,-,-,-,-,-,Brick,Stone,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Front Gabled,-,-,-,-,October 5 2012,Bungalow,-,-,-,-,-,-,-
-,Excellent,1914,-,Single Family Residential Building,26,Single Family Residential Building,Good,No,-,-,-,15-12-320-007-0000,Yes,-,Garage,Good,Excellent,No,Park Avenue,25,4,porch enclosed  dormer altered,-,-,-,-,$2200,Jonathan Binder,-,-,Stucco,Vinyl Siding,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Side Gabled,-,-,-,-,October 5 2012,Bungalow,-,-,-,-,-,-,-
-,Excellent,1915,-,Single Family Residential Building,30,Single Family Residential Building,Excellent,No,-,-,-,15-12-320-006-0000,Yes,-,Garage,Excellent,Excellent,No,Park Avenue,27,4,-,-,-,-,-,$2000,Jonathan Brueteck,-,-,Brick,Stucco,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Front Gabled,-,-,-,-,October 5 2012,Bungalow,-,-,-,-,-,-,-
-,Excellent,1914,-,Single Family Residential Building,32,Single Family Residential Building,Poor,No,-,-,-,15-12-320-005-0000,No,-,Garage,Excellent,Poor,No,Park Avenue,31,4,massive 2nd floor addition  resided,-,-,-,-,$2000,I.J. Stoden,-,-,Vinyl Siding,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Front Gabled,-,-,-,-,October 5 2012,Bungalow,-,-,-,-,-,-,-
-,Excellent,1915,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,No,-,-,-,15-12-320-004-0000,Yes,-,Garage,Excellent,Poor,No,Park Avenue,35,4,dormer resided,-,-,Chicago Bungalow,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Hipped,-,-,-,-,October 5 2012,Bungalow,-,-,-,-,-,-,-
-,Excellent,1914,-,Single Family Residential Building,38,Single Family Residential Building,Excellent,No,-,-,-,15-12-320-003-0000,Yes,-,Garage,Good,Excellent,No,Park Avenue,39,4,replacement windows,-,-,-,-,$2000,Otto Felgard,-,-,Wood clapboard,Wood Shingles,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Front Gabled,-,-,-,-,October 5 2012,Bungalow,-,-,-,-,-,-,-
-,Excellent,1910,-,Single Family Residential Building,40,Single Family Residential Building,Good,No,-,-,-,15-12-320-002-0000,Yes,-,Garage,Excellent,Poor,No,Park Avenue,43,4,stucco added  replacement windows,-,-,-,-,$1000,Gus Gerschefski,-,-,Stucco,-,-,-,-,-,-,-,-,-,-,2,Swan Malm,-,-,classical porch,Yes,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Cross gabled,-,-,-,-,October 5 2012,T-Shaped Cottage/House,-,-,-,-,-,-,-
-,Excellent,1925,-,Single Family Residential Building,-,Single Family Residential Building,Good,No,-,-,-,15-12-320-001-0000,Yes,-,Garage,Good,Good,No,Park Avenue,45,4,resided,-,-,-,-,-,-,-,-,Vinyl Siding,-,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,-,-,Doug Gilbert  Douglas Gilbert Architect,-,-,Asphalt Shingle,-,Front Gabled,-,-,-,-,October 5 2012,Bungalow,-,-,-,-,-,-,-
-,Excellent,1963,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,-,-,-,-,15-12-319-024-0000,Yes,-,Garage,Excellent,Good,No,Forest Avenue,14,4,-,-,-,Mid-Century Modern,-,-,-,-,-,Brick,Stone,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,October 12 2012,Ranch,-,-,-,-,-,-,-
-,Excellent,1963,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,-,-,-,-,15-12-319-023-0000,Yes,-,Garage,Excellent,Good,No,Forest Avenue,18,4,-,-,-,Mid-Century Modern,-,-,-,-,-,Brick,Stone,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,October 12 2012,Ranch,-,-,-,-,-,-,-
-,Excellent,1964,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,-,-,-,-,15-12-319-022-0000,Yes,-,Garage,Excellent,Good,No,Forest Avenue,22,4,-,-,-,Mid-Century Modern,-,-,-,-,-,Brick,Stone,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,October 12  2013,Ranch,-,-,-,-,-,-,-
-,Excellent,1999,-,Commercial Building,-,-,-,-,-,-,-,15-12-319-021-0000,No,-,-,-,-,No,Madison Street,7900,4,-,-,-,-,-,-,-,-,Good Earth Greenhouse,Brick,-,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,October 17 2012,-,-,-,-,-,-,-,-
-,-,1999,-,-,-,-,-,-,-,-,-,15-12-319-021-0000,-,-,-,-,-,-,Madison Street,7900,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,Good,1921,-,Single Family Residential Building,-,Single Family Residential Building,Good,-,-,-,-,15-12-319-020-0000,Yes,-,Garage,Excellent,Excellent,No,Forest Avenue,10,4,-,-,-,Craftsman,-,-,-,-,-,Aluminum Siding,-,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,October 22 2012,Bungalow,-,-,-,-,-,-,-
-,Excellent,1942,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,-,-,-,-,15-12-319-017-0000,Yes,-,Garage,Excellent,Good,No,Forest Avenue,26,4,-,-,-,Tudor Revival,-,-,-,-,-,Brick,Stone,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,October 12 2012,-,-,-,-,-,-,-,-
-,Good,1928,-,Single Family Residential Building,-,Single Family Residential Building,Good,-,-,-,-,15-12-319-016-0000,Yes,-,Garage,Good,Good,No,Forest Avenue,30,4,Windows in east elevation dormer may have been replaced at a later date.,-,-,Chicago Bungalow,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,October 12 2012,Bungalow,-,-,-,-,-,-,-
-,Excellent,1954,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,-,-,-,-,15-12-319-015-0000,Yes,-,Attached Garage,Excellent,Good,No,Forest Avenue,34,4,-,-,-,Minimal Traditional,-,-,-,-,-,Brick,Stone,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,October 12 2012,Ranch,-,-,-,-,-,-,-
-,Excellent,1928,-,Single Family Residential Building,-,Single Family Residential Building,Good,-,-,-,-,15-12-319-014-0000,Yes,-,Garage,Excellent,Good,No,Forest Avenue,36,4,-,-,-,Chicago Bungalow,-,-,-,-,-,Brick,-,-,-,Sidelights,-,-,-,-,-,-,1.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,October 12 2012,Bungalow,-,-,-,-,-,-,-
-,Excellent,1951,-,Single Family Residential Building,-,Single Family Residential Building,Excellent,-,-,-,-,15-12-319-013-0000,Yes,-,Garage,Excellent,Good,No,Forest Avenue,42,4,-,-,-,Minimal Traditional,-,-,-,-,-,Brick,Vinyl Siding,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,October 12 2012,-,-,-,-,-,-,-,-
-,Excellent,1925,-,Single Family Residential Building,-,Single Family Residential Building,Good,-,-,-,-,15-12-319-012-0000,Yes,-,Garage,Excellent,Good,No,Forest Avenue,46,4,She'd dormer addition on west elevation.,-,-,Colonial Revival,-,-,-,-,-,Stucco,-,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,This house has unique streamlined metal storm windows.,-,-,-,October 12 2012,Bungalow,-,-,-,-,-,-,-
-,Excellent,1914,-,Single Family Residential Building,12,Single Family Residential Building,Good,-,-,-,-,15-12-319-010-0000,Yes,-,Garage,Excellent,Good,No,Keystone Avenue,11,4,-,-,-,Craftsman,-,-,-,-,-,Vinyl Siding,Wood Shingles,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,October 12 2012,Bungalow,Shingles/Shingle Pattern,-,-,-,-,-,-
-,Good,1913,-,Single Family Residential Building,14,Single Family Residential Building,Excellent,-,-,-,-,15-12-319-009-0000,Yes,-,Garage,Excellent,Good,No,Keystone Avenue,15,4,-,-,-,Prairie,-,-,-,-,-,Wood clapboard,Wood Shingles,-,-,-,-,-,-,-,-,-,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,October 12 2012,Foursquare,-,-,-,-,-,-,-
-,Excellent,1925,-,Single Family Residential Building,20,Single Family Residential Building,Excellent,-,-,-,-,15-12-319-008-0000,Yes,-,Garage,Excellent,Good,No,Keystone Avenue,19,4,Windows may have been replaced on second floor dormer.,-,-,Prairie,-,-,-,-,-,Brick,-,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,October 12. 2012,Bungalow,-,-,-,-,-,-,-
-,Excellent,1914  later remodeling,-,Single Family Residential Building,24,Single Family Residential Building,Poor,-,-,-,-,15-12-319-007-0000,No,-,Garage,Excellent,-,No,Keystone Avenue,23,4,This house may have been an earlier bungalow that was later remodeled with a second floor.,-,-,Prairie,-,-,-,-,-,Aluminum Siding,-,-,-,-,-,-,-,-,-,This house warrants further investigation; check permits.,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,October 12 2012,-,-,-,-,-,-,-,-
-,Excellent,1915,-,Single Family Residential Building,28,Single Family Residential Building,Excellent,-,-,-,-,15-12-319-006-0000,Yes,-,Garage,Excellent,Excellent,No,Keystone Avenue,27,4,Windows may have been replaced on west elevation.,-,-,Craftsman,-,-,-,-,-,Wood Shingles,-,-,-,-,-,-,-,-,-,-,1.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,October 12 2012,Bungalow,-,-,-,-,-,-,-
-,Excellent,1894,-,Single Family Residential Building,32,Single Family Residential Building,Good,-,-,-,-,15-12-319-005-0000,Yes,-,Garage,Excellent,-,No,Keystone Avenue,31,4,An earlier Queen Anne that was remodeled with Craftsman elements and enclosed porch; windows replaced on west elevation.,-,-,Queen Anne,-,-,-,-,-,Wood clapboard,Stucco,-,-,-,-,-,-,-,-,-,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,October 12 2012,-,-,-,-,-,-,-,-
-,Excellent,1899,-,Single Family Residential Building,36,Single Family Residential Building,Good,-,-,-,-,15-12-319-004-0000,Yes,-,Garage,Excellent,Good,No,Keystone Avenue,35,4,Windows replaced on west elevation.,-,-,Queen Anne,-,-,-,-,-,Wood clapboard,Wood Shingles,-,-,-,-,-,-,-,-,-,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,October 12 2012,-,Shingles/Shingle Pattern,-,-,-,-,-,-
-,Excellent,1913,-,Single Family Residential Building,38,Single Family Residential Building,Excellent,-,-,-,-,15-12-319-003-0000,Yes,-,Garage,Excellent,Excellent,No,Keystone Avenue,39,4,Soffits replaced.,-,-,Craftsman,-,-,-,-,-,Stucco,-,-,-,-,-,-,-,-,-,-,2.5,-,-,-,-,-,-,Nick Kalogeresis at The Lakota Group,-,-,-,-,-,-,-,-,-,October 12 2012,-,-,-,-,-,-,-,-
